User,Location,Text
camilozuleta_07,"Bogotá, D.C., Colombia","@Citytv Colombia es una fosa común. 
#NosEstánMatando
#NosEstánMasacrando
#TheyAreKillingUs
#TheyAreMassacringUs… https://t.co/Q4cCrWRRC8"
camilozuleta_07,"Bogotá, D.C., Colombia","@FIREBRAND2012 Colombia es una fosa común. 
#NosEstánMatando
#NosEstánMasacrando
#TheyAreKillingUs… https://t.co/zmfOI7rTmj"
camilozuleta_07,"Bogotá, D.C., Colombia","@JUANCAELBROKY @salomeortizr Colombia es una fosa común. 
#NosEstánMatando
#NosEstánMasacrando
#TheyAreKillingUs… https://t.co/NtkHvDiZxZ"
camilozuleta_07,"Bogotá, D.C., Colombia",@PauBelieb @josedavid88_ @Gu2Hail @ONUHumanRights @TembloresOng @DefensoriaCol @PGN_COL @CorteIDH @elpais_america… https://t.co/79le4ZUvxF
caretuorto,,"El oso que va hacer @IvanDuque con la Copa America y un país cómo está?

#ParoNacional #CaliResiste… https://t.co/0I6TcYHynu"
JuanAngarita,"Cali, Colombia","Por favor, @France24_es continúen informando, los medios BASURA de Colombia no están anunciando la realidad del par… https://t.co/JaEU8Fia3r"
AndreaL0_0,,#ParoIndefinido #ParoNacional29A #ParoNacional28A #ParoNacional30A VIOLADORES https://t.co/6DkVMivCsn
caretuorto,,Quién se hubiese imaginado que el Uribismo se tragaría su propio vomito.... las vueltas que da la vida.… https://t.co/CitEkd5ZEM
SebastianF_V19,"Bucaramanga, Colombia",La resistencia desde todos los frentes y contra todos los indiferentes. La resistencia desde la calles es necesaria… https://t.co/ZbTfhRLuHe
JCamiloPortelaG,,"En plena pandemia, los crimínales que gobiernan Colombia están masacrando ciudadanos en las calles 

#ParoNacional29A
#ATENCION"
caretuorto,,"@Gu2Hail HIJO DE PUTA @Zuletalleras ERES UN ASCO! Dizque Periodista.

#ParoNacional #CaliResiste #cali… https://t.co/kNOb1EUKN1"
beamerboi___,"Bogotá, D.C., Colombia","Sáquennos de esta dictadura, por favor 
#ParoNacional30A 
#ParoNacional29A 
@ActualidadRT @RTultimahora https://t.co/dWAmDbRIBf"
cortes_tatan,,"Lo dijo el libertador Simón Bolívar hace 200 años "" maldito el soldado que levante su arma contra su pueblo"" mil ve… https://t.co/GsxiinwwQF"
koterpy,,#Polombia Traigo a colación tres palabras: gobierno de Turbay. El que la entendió la entendió. #28AbrilParoNacional… https://t.co/f3dbKBkNjE
jhoinermosquer4,"Cali, Colombia",Y estas fueron sus criticas frente al gobierno de @JuanManSantos ahora usted @IvanDuque esta cometiendo el mismo er… https://t.co/ufNyQlg2P3
RadioTemblor,Panamá,Colombia sigue en lucha contra la reforma tributaria y la brutal represión... #Colombia #NoALaReformaTributaria … https://t.co/ecXWWXH4QS
Luy2706,,@chocquibtown @ONUHumanRights @MisionONUCol COMO LOS AMO CARAJO!!! #30AbrilParoNacional #ATENCION #ParoIndefinido… https://t.co/B0o3hFmwQA
mariabel36,Mango,"ABRO HILO DE MI MIEDO ANTE TODA ESTA SITUACIÓN EN MI PAÍS

#ElParoEs #ElPeorPresidenteDeLaHistoria… https://t.co/VrvzjZePYM"
FeoChinito,"Bogotá, D.C., Colombia",En Medellín varios #policias golpean a un joven en el piso. #policias sin chalecos de identificación.… https://t.co/F2bGUbNMTv
joselitocarnava,Bogota,"Colombia es la imagen del desgobierno, masacres en #Cali #Bogota #Pereira #Pasto propinadas por la @PoliciaColombia… https://t.co/m5YHbxHFM9"
Juanc7187,Colombia,"La eficiencia que tienen para detener a los vándalos(que esta bien hecho si no los torturaran), deberían de tener l… https://t.co/VGPsiX2tUm"
yeisonmejia_,"Valledupar, Colombia","Mañana toda POLOMBIA con P de Protesta, debe salir a machar, junto a nuestros hermanos caleños y por esas 7 persona… https://t.co/d0SnFG9AW8"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/05VgnPMvZz"
LuisCSanMartin,,A las nuevas generaciones les estamos dejando un mundo bien jodido. ¡Duele y mucho! #ParoNacional30A… https://t.co/dVrpPO99en
LeCuento__,Medellín,#ParoNacional29A I #ATENCIÓN en este momento están buscando dos jóvenes que se estaban manifestando hoy en Bello y… https://t.co/KLzpKTkwNa
Sebsftlwt,"Medellín, Colombia","La situación está realmente pesada mrk

#SigueElParo #ParoNacional30A
#ParoNacional29A #ParoNacional https://t.co/wLCha9ZqJD"
AdrianCO01,"Medellín, Colombia","Nos revatan hasta la formande pensar.

#ParoIndefinido
#ReformaTributariaEsMasHambre
#ParoNacional29A https://t.co/IvEUIt4hQW"
chrrylouvre,colombia,"PUEDEN DIFUNDIR PORFAVOR, LO ENVIARON EN EL GRUPO DE MI UNIVERSIDAD 🚨🚨🚨⚠️⚠️

#SigueElParo #ParoNacional30A… https://t.co/v15W5KF9qs"
ViviSamboni,"Cali, Colombia",Los amamos... Gracias por responder🙏 #1Mayo #CaliResiste #ParoNacional29A #ColombiaResiste https://t.co/0lLABzewei
multicolorgris,Bogota Colombia,"Van a volver, las balas que disparaste van a volver
La sangre que derramaste la pagarás
Los hombres que asesinaste… https://t.co/Hj271v62iG"
pau_fmz,Colombia,Cali dio hoy el primer paso. #SOSColombia #NoALaReformaTributaria #ParoNacional29A
Vi_Mala,"Dubái, Emiratos Árabes Unidos","Colombianos en Calgary, a que hora nos reunimos mañana sábado 1 de mayo en frente del consulado?  #calgary #ParoNacional29A #paronacional1M"
MarioDelgadoB,"Pasto, Colombia",@JBALVIN Porque sos indolente con lo que pasa en tú país. Que rápido te haz olvidado de dónde vienes y sólo utiliza… https://t.co/wIYwmDkQ4C
Cashe__,,"Les quiero compartir un pedazo de este rap que me encontré en Facebook. ""No es izquierda ni derecha, es empatía y r… https://t.co/YqAtYzIzaH"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/7vhUdQYybv"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/cbE1KPgo58"
AndreaVanesaS1,Colombia,"@mmp00196 @Angelarez19 Súper triste hay que unirnos Army somos fuertes💜💜💜💜🥺🥺🥺🥺🇨🇴🇨🇴🇨🇴

#NoALaReformaTributaria #ParoNacional29A"
MoreraJeff,"Cali, Colombia","Te amo Cali, Te amo COLOMBIA!!
¡¡Que viva el Paro Nacional!!♥️🇨🇴
#ParoNacional30A 
#CaliResiste 
#ParoIndefinido… https://t.co/jcrqlM1beg"
Jeuuuue,Colombia,NECESITAMOS INTERVENCIÓN INTERNACIONAL CONTRA ESTE GOBIERNO #soscolombia #colombia #ParoNacional29A #ParoIndefinido… https://t.co/pybV1S8219
andres2177,Colombia,Mientras  @NoticiasCaracol @NoticiasRCN @RevistaSemana @BluRadioCo @lafm @WRadioColombia solo muestras algunos desm… https://t.co/L4V56dDJiA
cavernicolas7,En la incertidumbre,"No pensé que Cali se iba convertir en un nivel desbloqueado del GTA

#ParoNacional29A 
#CaliResiste"
SlumdogUnderdog,Ibagué,"#noalareformatributaria #paronacional29a #eselmomentodeparar29a #nosunimosonoshundimos 

Colombia se manifiesta en… https://t.co/UNQ4GpsqWI"
jdsan0914,"Popayán, Colombia","¡A parar para avanzar, viva el paro nacional #ParoNacional29A #ParoNacionalIndefinido #ElParoContinua29A… https://t.co/BtLcbXfUOi"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/rhmxwzpv7O"
opanoticias,Neiva - Huila - Colombia,En horas de la noche del 30 Abril marchas en distintos puntos de la ciudad de Neiva @Concejodeneiva @GorkyMunozC… https://t.co/SdZp9gmvsv
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/kbujI0UiwL"
kienyke,Colombia,"#Bogota | El secretario de Gobierno Luis Ernesto Gómez (@LuisErnestoGL), habló acerca de los daños ocasionados en T… https://t.co/amlqBNkr8R"
Duberneyparra3,"Cali, Colombia",Opinen !!! #ParoNacional30A #ParoNacional29A #ParoNacional28A @cutcolombia @fecode #NoALaReformaTributaria lo que n… https://t.co/bzKj2Yuzzx
Duberneyparra3,"Cali, Colombia",Opinen !! #ParoNacional30A #ParoNacional29A #ParoNacional28A @cutcolombia @fecode #NoALaReformaTributaria lo que no… https://t.co/AZWptM4QmM
danny1317m,,"Yumbo Valle, en otro punto durante la marcha 💪💪💪 #ParoIndefinido #ParoNacional29A https://t.co/wSj0LJ3Ket"
GastoMilitar,"Vancouver, British Columbia",Mensaje del Senador @AlexLopezMaya sobre la grave situación represiva que se vive en #Cali #Colombia… https://t.co/wia5LYq9Hv
santiagos0199,"Santander, Colombia","Pregunta sería si existiera la remota posibilidad de un golpe de estado, se haría en la casa de Nariño o en el Uberrimo?
#ParoNacional29A"
DAVIDGARCIA993,Valle del Cauca-Cali-COLOMBIA,@DavidRacero Debemos hacer el llamado a un GOLPE DE ESTADO @LevyRincon @petrogustavo @GustavoBolivar @MeDicenWally… https://t.co/083OfHkJxr
NicoleDido,"Cali, Colombia","Presidente @IvanDuque pare este incendio!

¡Renuncié!

#ParoNacional29A https://t.co/9sTHKoGVcO"
GiLopez23,"Bogotá, D.C., Colombia","#Cali resiste mientras agentes de policía y del ESMAD están asesinando a la gente😪😪😪
#ParoNacional29A… https://t.co/nlr84ZtGFY"
bravesunflower8,"London, England","Hola, por favor retweet a esto, esta ocurriendo en mi ciudad #CaliResiste #Cali #29A #ParoNacional29A… https://t.co/vEBCsU84cB"
Duberneyparra3,"Cali, Colombia",#ParoNacional30A #ParoNacional29A #ParoNacional28A no vamos a parar @cutcolombia @fecode @infopresidencia… https://t.co/CWEe88dbED
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/7iR5pqkZuG"
Lizeth_2501,"Cartagena, Colombia","Cartagena dice ""NO"" a la reforma tributaria.🇨🇴
#ParoNacional 
#NoALaReformaTributaria 
#ParoNacional29A https://t.co/9db3mg2Wlq"
Duberneyparra3,"Cali, Colombia",#ParoNacional30A #ParoNacional29A #ParoNacional28A  #CaliResiste #NoALaReformaTributaria #bogota #medellin… https://t.co/Yb1kWl6ISd
wilsoncelis24,"Ocaña, Colombia",Una grave violación a los fines  esenciales del estado. A los vándalos se les captura y se les procesa en cumplimie… https://t.co/oDjdoAjUR4
CantilloYepes,"Cartagena, Colombia","Cartagena se une al, hasta que caiga este Gobierno de Narco Paramilitares 
#ParoNacional29A  #ParoNacional  

Mañan… https://t.co/HFNvGW4qc8"
joanbastidas23,Valle del Cauca ,"No estoy de acuerdo con la violencia, pero en un país donde no eres escuchado y eres reprimido, es necesario, es el… https://t.co/l2loNEhllK"
alvaripeco,"Barranquilla, Colombia","DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/mQ3ufPVOb4"
Daweeblog,,"Juemadre que orgullo estás peladas!!!
✊🏼🇨🇴🇨🇴
#ParoNacional29A 
#ParoIndefinido 
#Colombia 
#30AbrilParoNacional https://t.co/GPGlN4cVNT"
SergioCFlorez,,Simplemente gracias Cali. #Cali #ColombiaResiste #ParoNacional29A https://t.co/Mz4FY5zXJm
Eloswal93,Bogota,@RDGM94140700 @JavierOrtizUri2 @WRadioColombia Denunciemos esta cuenta por incitar a la violencia #ParoNacional30A… https://t.co/32h0vXVj3m
Mletras2,,El país vuelto m... Y usted sr presidente no hace NADA! 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️ #NoALaReformaTributaria #ParoNacional29A
mrdonal_crown,,"AQUI, UNA PEQUEÑA LISTA DE LOS VANDALOS #ParoNacional30A #Paro30A #ParoNacional29A #ParoNacionalIndefinido… https://t.co/GTii6riMGd"
LaVieDe_Jose,"Bogotá, D.C., Colombia","quiero ser el amigo de esta niña 
#ParoNacional29A https://t.co/4xqlOo7SJf"
maria683621551,"Medellín, Colombia",Tendencia en estados unidos #ParoNacional29A #Matarife #UribeDioLaOrden #GobiernoGenocida #UribeParaco https://t.co/90SjMy4L9s
MoreraJeff,"Cali, Colombia","Una tarde llena de altos y bajos en Cali Meléndez, Te amo Cali vamos con toda ¡¡Que viva el paro!!
#ParoNacional30A… https://t.co/TRhHioJum0"
AndresRuizDJ1,"Roldanillo, Colombia",@AlvaroUribeVel lo pidio y así esta pasando... #ParoIndefinido #ParoNacional28A #ParoNacional29A #ParoNacional30A https://t.co/kDBXfAgk7w
GUSTAVO_DIAGO,"Palmira, Valle, Colombia","🙌🏼 Los buenos somos más...Se debe protestar y no permitir el vandalismo y los saqueos, eso sí no.

#Palmira… https://t.co/GrGToxGm1t"
caritoroal,Bogotá ,"Dictadura disfrazada de democracia. #ParoNacional30A #ParoNacional29A #ParoNacional28A
#NoALaReformaTributaria https://t.co/r65IozWASJ"
caritoroal,Bogotá ,"JAJAJAJAJAJAJA Muy bueno! #ParoNacional30A #ParoNacional29A #ParoNacional28A
#NoALaReformaTributaria https://t.co/J9bF5HjDNB"
joselitocarnava,Bogota,"La gente peleando con dignidad en todo el país, mientras tanto las centrales obreras hacen gala de su consecuencia… https://t.co/9bjamrQ8Kb"
javierdanilomur,Bogotá,"""Uribe es peligrosisimo"" Jaime Garzón 1997 #UribeDioLaOrden #UribeParaco #ParoNacional29A #ParoNacional #NoALaReformaTributaria"
BetoCastro97,"Cali, Colombia",Todo ciudadano q sea asesinado en el #ParoNacional29A #ParoIndefinido es culpa directa e la directriz genocida de… https://t.co/3FKavsAIWo
weedbluedream8,"Cali, Colombia","Queda demostrado que el pueblo unido, jamás será vencido. Cali lucha por toda Colombia. #ParoNacional29A… https://t.co/vecpWt7TN3"
dimareab8,Colombia,"Lo malo, es que ningún figura de los medios de televisión, futbolista, cantantes, actores y demás, se pronuncia sob… https://t.co/c4JEvTRB1O"
NICKYVJK,Llorando por 7 coreanos,En cali los uniformados no respetan el trabajo que están realizando las personas de derechos humanos.… https://t.co/SvaE7ZUGGT
YPUENTES320,"Miami, FL",#Paro30A bloqueo barrio Caldas #buenaventura #BuenaventuraResiste #ParoNacional29A #SOSColombia… https://t.co/WBxke3c0og
LFAnzolaC,"Bogotá, D.C., Colombia","Sin muertos y sin vandalismo, solo protesta y manifestación, los malos y bárbaros están en el gobierno no en el pue… https://t.co/Bnqb8kx9B0"
CaamiloZeaa,"Ibagué, Tolima","Esto daría un mensaje claro, no es de próceres ni de caudillos, ni de izquierda ni de derecha. Es contra este estad… https://t.co/7UXoe1gDLl"
TearsExpected,país de las maravillas ,"El paro apenas inicia y lo que se busca es sacar su uribismo, que solo nos llevó a una quiebra

#ParoNacional29A… https://t.co/X9H3019nm5"
CaamiloZeaa,"Ibagué, Tolima","Las estatuas que deberían tumbar son las de Simon Bolívar, en cada plaza del país. Ese estado que nació hace más de… https://t.co/ZamTsqk1gO"
JosephGiraldo15,"cali, colombia","Invitemos al ejercito por medio del dialogo a unirse a esta lucha!
#NoALaReformaTributaria
#ParoNacional28A… https://t.co/9m9hG2Udkr"
caretuorto,,"... y la @VickyDavilaH calladita!!! 

#ParoNacional #CaliResiste #cali #ParoNacional29A #ParoNacionalIndefinido… https://t.co/vm01hXM4Mx"
tephaniamedina,"Cali, Colombia",Cacerolazo nacional ❤😊 #ParoNacional #ParoNacional28A #ParoNacional29A #ParoNacional30A
Tierra_pmab,,Ahora si habla de DDHH el miserable. #GobiernoCriminal #UribeGenocida #CarrasquillaElMinistroDeLaMuerte… https://t.co/GR3Hq9LIQj
Duberneyparra3,"Cali, Colombia","#CaliResiste #PuertoResistencia #ParoNacional30A #ParoNacional29A #ParoNacional28A  
Esto es cali seguimos luchando… https://t.co/qpw5tqdbEK"
caretuorto,,"Como mínimo @JorgeIvanOspina debe de renunciar a @AlcaldiaDeCali. 

#ParoNacional #CaliResiste #cali… https://t.co/Cr8Pl87tal"
KevinMaOficial,Cali,Cada vez somos más los caleños que hemos despertado del eterno letargo del engaño de esta clase política pútrida y… https://t.co/r7a2vaFumF
LFAnzolaC,"Bogotá, D.C., Colombia","🎶🎶 ""Uribe y Duque la misma mierda son, el uno es un paraco y el otro es un güevón"" 🎶🎶
#ParoNacional30A… https://t.co/o8NPiCNAIZ"
SaraVasquezRo,"Cali, Colombia",A los 6402 se suman decenas más durante el #ParoNacional #ParoNacional28A #ParoNacional29A #ParoNacional30A… https://t.co/BfrVXHSlpN
Wilfredy_ic,BOGOTA-COLOMBIA,"#ParoNacional29A Si la policía no puede defendernos con armas, ¿Entonces quien?, Ladrones y vándalos?... #ParoNacional30A"
GGuaqueta,,"@fecode acuérdense cuando nosotros los acompañamos en su lucha!! No escurran el bulto

#ParoNacional… https://t.co/gKivgRYDIA"
maldito_P_ais,,"Cacerolazo a esta hora en Cuba, Pereira. #ParoNacional29A https://t.co/xFI5eVbROx"
Krelis9,,LA JALA BOLAS DE LA CARMEN MELENDEZ AL NOMBRAR A MADURO LA ABUCHARON... #ESMAD  #TwitterSuspendaCuentaPetro… https://t.co/cr9eaUwrod
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/zW41wr2CNW"
fevalbuena03,"Medellín, Colombia",#ElParoNOPara Son unos valientes! #ParoNacional29A https://t.co/Om9cXdoCiU
Tierra_pmab,,Dan ganas de llorar.  Gracias Cali en nombre de un país 🥺🥺 #GobiernoCriminal #UribeGenocida… https://t.co/yfPAfzVlay
HankVoich17,Chile,Extrema izquierda chavista en #Colombia amenaza el metro de #Medellin. #ParoNacional #ParoNacional30A… https://t.co/K4TtzG8Y7t
VelaSaul,Toronto Canada,"GRACIAS A DIOS Y A LA VIDA POR DARME EL PRIVILEGIO DE CRECER EN LA TIERRA DE LA CAÑA DE AZUCAR, EN LA TIERRA DEL CH… https://t.co/tcEtzSUzxM"
Lu8i5,Bogotá D.C,"@PremiosPopis Hecho
#UribeDioLaOrden 
#UribeMatarife
#ParoNacional #ParoNacional29A #ParoNacional30A https://t.co/47GkzaTuIZ"
Antonio48966871,,"TÍTERE...... VIVA EL PARO NACIONAL
#ParoIndefinido
#DuqueRenuncie
#ParoNacional29A
#ParoNacional30A
#colombia
#Cali… https://t.co/nSJmGE0QYY"
nmrmatajira,Colombia,"Se me entró una lagrima en el ojo🥺❤️
#ParoNacional
#ParoNacional29A https://t.co/5iL0qpw0uz"
ValentinaMelo_,"Bogota, Colombia. ✌","Uf, al presidente o expresidente? Ya ni tratan de taparlo. #NoMasUribe #30Abril #ParoIndefinido #ParoNacional29A… https://t.co/b0b6Wn9T87"
JorgeABetancurL,Colombia,"Le falta dignidad a muchos llamados dirigentes políticos, les falta amor por la patria, funcionarios de gobierno af… https://t.co/VI7PJJgso3"
MoreraJeff,"Cali, Colombia","Un poco de lo que vivimos este #ParoNacional30A en Cali, Te amo Colombia y vamos colombianos que saldremos de esta… https://t.co/NYQ6vOt5xt"
PayanLugo,,"Tenía clase de 7:40pm a 9:20pm (de universidad)

Mis estudiantes me piden que por favor no de la clase porque hay m… https://t.co/SsiN79mQbB"
Haydeemirgen80,Ñuñoa Santiago de Chile,Ahora en #Ñuñoa manifestacion #Cacerolazo29A en repudio a @sebastianpinera #ElPeorPresidenteDeLaHistoria y a la… https://t.co/cSSDXKv7iB
kevinaandresz,KuchiGang,@JulianPeinadoR Buena noche sr. Que medidas se tomarán con el uniformado que acabó con la vida de un menor de edad… https://t.co/cpSTpMXwxk
Humanistastik,,"Primera publicación que hace este señor que si nos llena de moral, @IMPEC firme con #ParoNacional29A https://t.co/3Ld8cIYKRp"
mauricio1945,envigado,@MiguelUribeT @MauricioAmadoQ Y por las cuales @IvanDuque  jamás debió ser presidente #ParoNacional29A #ParoNacional28A
Daniisalazar39,Cali - Colombia,"CALI REPRESENTANDO EL PAIS 💚

#CaliResiste #CaliSeRespeta #NoALaReformaTributaria #ParoNacional29A #ParoIndefinido https://t.co/hmF65zj15F"
